phenomenon;sentence_good;sentence_bad
ADJ. NOUN AGR. INDEF.;En tävlande var ambitiös;En tävlande var ambitiöst
ADJ. NOUN AGR. INDEF.;En studerande var vetgirig;En studerande var vetgirigt
ADJ. NOUN AGR. INDEF.;En arbetande var odräglig;En arbetande var odrägligt
ADJ. NOUN AGR. INDEF.;En resande var rultig;En resande var rultigt
ADJ. NOUN AGR. INDEF.;En seglare var erfaren;En seglare var erfaret
ADJ. NOUN AGR. INDEF.;En åkande var surmulen;En åkande var surmulet
ADJ. NOUN AGR. INDEF.;En boende var fräck;En boende var fräckt
ADJ. NOUN AGR. INDEF.;En anställd var reslig;En anställd var resligt
ADJ. NOUN AGR. INDEF.;En anstående var närgången;En anstående var närgånget
ADJ. NOUN AGR. INDEF.;En sökande var ivrig;En sökande var ivrigt
ADJ. NOUN AGR. INDEF.;En väktare var modig;En väktare var modigt
ADJ. NOUN AGR. INDEF.;En krigare var mordisk;En krigare var mordiskt
ADJ. NOUN AGR. INDEF.;En arbetare var händig;En arbetare var händigt
ADJ. NOUN AGR. INDEF.;En snickare var målmedveten;En snickare var målmedvetet
ADJ. NOUN AGR. INDEF.;En målare var vis;En målare var vist
ADJ. NOUN AGR. INDEF.;En byggare var engagerad;En byggare var engagerat
ADJ. NOUN AGR. INDEF.;En deltagare var klok;En deltagare var klokt
ADJ. NOUN AGR. INDEF.;En försäljare var vrång;En försäljare var vrångt
ADJ. NOUN AGR. INDEF.;En vårdare var omsorgsfull;En vårdare var omsorgsfullt
ADJ. NOUN AGR. INDEF.;En skötare var from;En skötare var fromt
ADJ. NOUN AGR. INDEF.;En präst var brottslig;En präst var brottsligt
ADJ. NOUN AGR. INDEF.;En brottsling var tjuvaktig;En brottsling var tjuvaktigt
ADJ. NOUN AGR. INDEF.;En tjuv var lojal;En tjuv var lojalt
ADJ. NOUN AGR. INDEF.;En vän var fientlig;En vän var fientligt
ADJ. NOUN AGR. INDEF.;En fiende var nervös;En fiende var nervöst
ADJ. NOUN AGR. INDEF.;En granne var onaturlig;En granne var onaturligt
ADJ. NOUN AGR. INDEF.;En släkting var sjuk;En släkting var sjukt
ADJ. NOUN AGR. INDEF.;En patient var falsk;En patient var falskt
ADJ. NOUN AGR. INDEF.;En kund var politisk;En kund var politiskt
ADJ. NOUN AGR. INDEF.;En politiker var uppskrämd;En politiker var uppskrämt
ADJ. NOUN AGR. INDEF.;En journalist var skraltig;En journalist var skraltigt
ADJ. NOUN AGR. INDEF.;En författare var musikalisk;En författare var musikaliskt
ADJ. NOUN AGR. INDEF.;En artist var dramatisk;En artist var dramatiskt
ADJ. NOUN AGR. INDEF.;En musiker var otrolig;En musiker var otroligt
ADJ. NOUN AGR. INDEF.;En skådespelare var ledsen;En skådespelare var ledset
ADJ. NOUN AGR. INDEF.;En råtta var förälskad;En råtta var förälskat
ADJ. NOUN AGR. NUM. PL.;Några äpplen var röda;Några äpplen var rött
ADJ. NOUN AGR. NUM. PL.;Några får var ulliga;Några får var ulligt
ADJ. NOUN AGR. NUM. PL.;Några rådjur var skygga;Några rådjur var skyggt
ADJ. NOUN AGR. NUM. PL.;Några avskum var stolta;Några avskum var stolt
ADJ. NOUN AGR. NUM. PL.;Några lodjur var smidiga;Några lodjur var smidigt
ADJ. NOUN AGR. NUM. PL.;Några djur var flitiga;Några djur var flitigt
ADJ. NOUN AGR. NUM. PL.;Några hjortar var resliga;Några hjortar var resligt
ADJ. NOUN AGR. NUM. PL.;Några svin var grymma;Några svin var grymt
ADJ. NOUN AGR. NUM. PL.;Några vildsvin var vilda;Några vildsvin var vilt
ADJ. NOUN AGR. NUM. PL.;Några lamm var oskyldiga;Några lamm var oskyldigt
ADJ. NOUN AGR. NUM. PL.;Några barn var röda;Några barn var rött
ADJ. NOUN AGR. NUM. PL.;Några havsdjur var mystiska;Några havsdjur var mystiskt
ADJ. NOUN AGR. NUM. PL.;Några lejon var starka;Några lejon var starkt
ADJ. NOUN AGR. NUM. PL.;Några skepp var randiga;Några skepp var randigt
ADJ. NOUN AGR. NUM. PL.;Några korsord var enkla;Några korsord var enkelt
ADJ. NOUN AGR. NUM. PL.;Några vapen var otäcka;Några vapen var otäckt
ADJ. NOUN AGR. NUM. PL.;Några hav var slemmiga;Några hav var slemmigt
ADJ. NOUN AGR. NUM. PL.;Några avgasrör var trasig;Några avgasrör var trasigt
ADJ. NOUN AGR. NUM. PL.;Några sjöodjur var hala;Några sjöodjur var halt
ADJ. NOUN AGR. NUM. PL.;Några förfall var fina;Några förfall var fint
ADJ. NOUN AGR. NUM. PL.;Några krig var söta;Några krig var sött
ADJ. NOUN AGR. NUM. PL.;Några dass var salta;Några dass var salt
ADJ. NOUN AGR. NUM. PL.;Några kräftdjur var krämiga;Några kräftdjur var krämigt
ADJ. NOUN AGR. NUM. PL.;Några skaldjur var frostiga;Några skaldjur var frostigt
ADJ. NOUN AGR. NUM. PL.;Några djur var randiga;Några djur var randigt
ADJ. NOUN AGR. NUM. PL.;Några grässtrån var vilda;Några grässtrån var vilt
ADJ. NOUN AGR. NUM. PL.;Några ankdjur var vita;Några ankdjur var vitt
ADJ. NOUN AGR. NUM. PL.;Några fjäderfän var högljudda;Några fjäderfän var högljutt
ADJ. NOUN AGR. NUM. PL.;Några barn var små;Några barn var litet
ADJ. NOUN AGR. NUM. PL.;Några syskon var tramsiga;Några syskon var tramsigt
ADJ. NOUN AGR. NUM. PL.;Några kusinbarn var avlägsna;Några kusinbarn var avlägset
ADJ. NOUN AGR. NUM. PL.;Några släktingbarn var fula;Några släktingbarn var fult
ADJ. NOUN AGR. NUM. PL.;Några småbarn var frustrerade;Några småbarn var frustrerat
ADJ. NOUN AGR. NUM. PL.;Några förskolebarn var busiga;Några förskolebarn var busigt
ADJ. NOUN AGR. NUM. PL.;Några skolbarn var oroliga;Några skolbarn var oroligt
ADJ. NOUN AGR. NUM. PL.;Några tonårsbarn var flitiga;Några tonårsbarn var flitigt
ADJ. NOUN AGR. NUM. PL.;Några tvillingbarn var tysta;Några tvillingbarn var tyst
ADJ. NOUN AGR. NUM. PL.;Några fosterbarn var delade;Några fosterbarn var delat
ADJ. NOUN AGR. NUM. PL.;Några samband var starka;Några samband var starkt
ADJ. NOUN AGR. NUM. PL.;Några styvbarn var ensamma;Några styvbarn var ensamt
ADJ. NOUN AGR. NUM. PL.;Några bonusbarn var utsatta;Några bonusbarn var utsatt
ADJ. NOUN AGR. NUM. PL.;Några grannbarn var fattiga;Några grannbarn var fattigt
ADJ. NOUN AGR. NUM. PL.;Några vuxenbarn var nyinflyttade;Några vuxenbarn var nyinflyttat
ADJ. NOUN AGR. NUM. PL.;Några asylbarn var drabbade;Några asylbarn var drabbat
ADJ. NOUN AGR. NUM. PL.;Några krigsbarn var ensamma;Några krigsbarn var ensamt
ADJ. NOUN AGR. NUM. PL.;Några ensambarn var försummade;Några ensambarn var försummat
ADJ. NOUN AGR. NUM. PL.;Några gatubarn var nya;Några gatubarn var nytt
ADJ. NOUN AGR. NUM. PL.;Några invandrarbarn var mjuka;Några invandrarbarn var mjukt
ADJ. NOUN AGR. NUM. PL.;Några arbetarbarn var borgerliga;Några arbetarbarn var borgerligt
ADJ. NOUN AGR. NUM. PL.;Några tjänstemannabarn var ärofulla;Några tjänstemannabarn var ärofullt
ADJ. NOUN AGR. NUM. PL.;Några adelbarn var omtänksamma;Några adelbarn var omtänksamt
ADJ. NOUN AGR. NUM. PL.;Några pappor var kärleksfulla;Några pappor var kärleksfull
ADJ. NOUN AGR. NUM. PL.;Några mammor var unga;Några mammor var ung
ADJ. NOUN AGR. NUM. PL.;Några flickor var lekfulla;Några flickor var lekfull
ADJ. NOUN AGR. NUM. PL.;Några pojkar var kunniga;Några pojkar var kunnig
ADJ. NOUN AGR. NUM. PL.;Några lärare var opartiska;Några lärare var opartisk
ADJ. NOUN AGR. NUM. PL.;Några domare var nyfikna;Några domare var nyfiken
ADJ. NOUN AGR. NUM. PL.;Några forskare var karismatiska;Några forskare var karismatisk
ADJ. NOUN AGR. NUM. PL.;Några ledare var vältaliga;Några ledare var vältalig
ADJ. NOUN AGR. NUM. PL.;Några talare var trötta;Några talare var trött
ADJ. NOUN AGR. NUM. PL.;Några åkare var flitiga;Några åkare var flitig
ADJ. NOUN AGR. NUM. PL.;Några målare var konstiga;Några målare var konstig
ADJ. NOUN AGR. NUM. PL.;Några sångare var talangfulla;Några sångare var talangfull
ADJ. NOUN AGR. NUM. PL.;Några spelare var skickliga;Några spelare var skicklig
ADJ. NOUN AGR. NUM. PL.;Några tävlande var ambitiösa;Några tävlande var ambitiös
ADJ. NOUN AGR. NUM. PL.;Några studerande var vetgiriga;Några studerande var vetgirig
ADJ. NOUN AGR. NUM. PL.;Några arbetande var odrägliga;Några arbetande var odräglig
ADJ. NOUN AGR. NUM. PL.;Några resande var rultiga;Några resande var rultig
ADJ. NOUN AGR. NUM. PL.;Några seglare var erfarna;Några seglare var erfaren
ADJ. NOUN AGR. NUM. PL.;Några åkande var surmulna;Några åkande var surmulen
ADJ. NOUN AGR. NUM. PL.;Några boende var fräcka;Några boende var fräck
ADJ. NOUN AGR. NUM. PL.;Några anställda var resliga;Några anställda var reslig
ADJ. NOUN AGR. NUM. PL.;Några anstående var närgångna;Några anstående var närgången
ADJ. NOUN AGR. NUM. PL.;Några sökande var ivriga;Några sökande var ivrigt
ADJ. NOUN AGR. NUM. PL.;Några väktare var modiga;Några väktare var modig
ADJ. NOUN AGR. NUM. PL.;Några krigare var mordiska;Några krigare var mordisk
ADJ. NOUN AGR. NUM. PL.;Några arbetare var händiga;Några arbetare var händig
ADJ. NOUN AGR. NUM. PL.;Några snickare var målmedvetna;Några snickare var målmedveten
ADJ. NOUN AGR. NUM. PL.;Några målare var visa;Några målare var vis
ADJ. NOUN AGR. NUM. PL.;Några byggare var engagerade;Några byggare var engagerad
ADJ. NOUN AGR. NUM. PL.;Några deltagare var kloka;Några deltagare var klok
ADJ. NOUN AGR. NUM. PL.;Några försäljare var vrånga;Några försäljare var vrång
ADJ. NOUN AGR. NUM. PL.;Några vårdare var omsorgsfulla;Några vårdare var omsorgsfull
ADJ. NOUN AGR. NUM. PL.;Några skötare var fromma;Några skötare var from
ADJ. NOUN AGR. NUM. PL.;Några präster var brottsliga;Några präster var brottslig
ADJ. NOUN AGR. NUM. PL.;Några brottslingar var tjuvaktiga;Några brottslingar var tjuvaktig
ADJ. NOUN AGR. NUM. PL.;Några tjuvar var lojala;Några tjuvar var lojal
ADJ. NOUN AGR. NUM. PL.;Några vänner var fientliga;Några vänner var fientlig
ADJ. NOUN AGR. NUM. PL.;Några fiender var nervösa;Några fiender var nervös
ADJ. NOUN AGR. NUM. PL.;Några grannar var onaturliga;Några grannar var onaturlig
ADJ. NOUN AGR. NUM. PL.;Några släktingar var sjuka;Några släktingar var sjuk
ADJ. NOUN AGR. NUM. PL.;Några patienter var falska;Några patienter var falsk
ADJ. NOUN AGR. NUM. PL.;Några kunder var politiska;Några kunder var politisk
ADJ. NOUN AGR. NUM. PL.;Några politiker var uppskrämda;Några politiker var uppskrämd
ADJ. NOUN AGR. NUM. PL.;Några journalister var skraltiga;Några journalister var skraltig
ADJ. NOUN AGR. NUM. PL.;Några författare var musikaliska;Några författare var musikalisk
ADJ. NOUN AGR. NUM. PL.;Några artister var dramatiska;Några artister var dramatisk
ADJ. NOUN AGR. NUM. PL.;Några musiker var otroliga;Några musiker var otrolig
ADJ. NOUN AGR. NUM. PL.;Några skådespelare var ledsna;Några skådespelare var ledsen
ADJ. NOUN AGR. NUM. PL.;Några råttor var förälskade;Några råttor var förälskad
ADJ. NOUN AGR. NUM. SG.;Ett äpple var rött;Ett äpple var röda
ADJ. NOUN AGR. NUM. SG.;Ett får var ulligt;Ett får var ulliga
ADJ. NOUN AGR. NUM. SG.;Ett rådjur var skyggt;Ett rådjur var skygga
ADJ. NOUN AGR. NUM. SG.;Ett avskum var stolt;Ett avskum var stolta
ADJ. NOUN AGR. NUM. SG.;Ett lodjur var smidigt;Ett lodjur var smidiga
ADJ. NOUN AGR. NUM. SG.;Ett djur var flitigt;Ett djur var flitiga
ADJ. NOUN AGR. NUM. SG.;Ett hjort var resligt;Ett hjort var resliga
ADJ. NOUN AGR. NUM. SG.;Ett svin var grymt;Ett svin var grymma
ADJ. NOUN AGR. NUM. SG.;Ett vildsvin var vilt;Ett vildsvin var vilda
ADJ. NOUN AGR. NUM. SG.;Ett lamm var oskyldigt;Ett lamm var oskyldiga
ADJ. NOUN AGR. NUM. SG.;Ett barn var rött;Ett barn var röda
ADJ. NOUN AGR. NUM. SG.;Ett havsdjur var mystiskt;Ett havsdjur var mystiska
ADJ. NOUN AGR. NUM. SG.;Ett lejon var starkt;Ett lejon var starka
ADJ. NOUN AGR. NUM. SG.;Ett skepp var randigt;Ett skepp var randiga
ADJ. NOUN AGR. NUM. SG.;Ett korsord var enkelt;Ett gems var enkla
ADJ. NOUN AGR. NUM. SG.;Ett vapen var otäckt;Ett vapen var otäcka
ADJ. NOUN AGR. NUM. SG.;Ett hav var slemmigt;Ett hav var slemmiga
ADJ. NOUN AGR. NUM. SG.;Ett avgasrör var trasigt;Ett haj var trasig
ADJ. NOUN AGR. NUM. SG.;Ett sjöodjur var halt;Ett sjöodjur var hala
ADJ. NOUN AGR. NUM. SG.;Ett förfall var fint;Ett förfall var fina
ADJ. NOUN AGR. NUM. SG.;Ett krig var sött;Ett krig var söta
ADJ. NOUN AGR. NUM. SG.;Ett dass var salt;Ett dass var salta
ADJ. NOUN AGR. NUM. SG.;Ett kräftdjur var krämigt;Ett kräftdjur var krämiga
ADJ. NOUN AGR. NUM. SG.;Ett skaldjur var frostigt;Ett skaldjur var frostiga
ADJ. NOUN AGR. NUM. SG.;Ett djur var randigt;Ett djur var randiga
ADJ. NOUN AGR. NUM. SG.;Ett grässtrå var vilt;Ett grässtrå var vilda
ADJ. NOUN AGR. NUM. SG.;Ett ankdjur var vitt;Ett ankdjur var vita
ADJ. NOUN AGR. NUM. SG.;Ett fjäderfä var högljutt;Ett fjäderfä var högljudda
ADJ. NOUN AGR. NUM. SG.;Ett barn var litet;Ett barn var små
ADJ. NOUN AGR. NUM. SG.;Ett syskon var tramsigt;Ett syskon var tramsiga
ADJ. NOUN AGR. NUM. SG.;Ett kusinbarn var avlägset;Ett kusinbarn var avlägsna
ADJ. NOUN AGR. NUM. SG.;Ett släktingbarn var fult;Ett släktingbarn var fula
ADJ. NOUN AGR. NUM. SG.;Ett småbarn var frustrerat;Ett småbarn var frustrerade
ADJ. NOUN AGR. NUM. SG.;Ett förskolebarn var busigt;Ett förskolebarn var busiga
ADJ. NOUN AGR. NUM. SG.;Ett skolbarn var oroligt;Ett skolbarn var oroliga
ADJ. NOUN AGR. NUM. SG.;Ett tonårsbarn var flitigt;Ett tonårsbarn var flitiga
ADJ. NOUN AGR. NUM. SG.;Ett tvillingbarn var tyst;Ett tvillingbarn var tysta
ADJ. NOUN AGR. NUM. SG.;Ett fosterbarn var delat;Ett fosterbarn var delade
ADJ. NOUN AGR. NUM. SG.;Ett samband var starkt;Ett samband var starka
ADJ. NOUN AGR. NUM. SG.;Ett styvbarn var ensamt;Ett styvbarn var ensamma
ADJ. NOUN AGR. NUM. SG.;Ett bonusbarn var utsatt;Ett bonusbarn var utsatta
ADJ. NOUN AGR. NUM. SG.;Ett grannbarn var fattigt;Ett grannbarn var fattiga
ADJ. NOUN AGR. NUM. SG.;Ett vuxenbarn var nyinflyttat;Ett vuxenbarn var nyinflyttade
ADJ. NOUN AGR. NUM. SG.;Ett asylbarn var drabbat;Ett asylbarn var drabbade
ADJ. NOUN AGR. NUM. SG.;Ett krigsbarn var ensamt;Ett krigsbarn var ensamma
ADJ. NOUN AGR. NUM. SG.;Ett ensambarn var försummat;Ett ensambarn var försummade
ADJ. NOUN AGR. NUM. SG.;Ett gatubarn var nytt;Ett gatubarn var nya
ADJ. NOUN AGR. NUM. SG.;Ett invandrarbarn var mjukt;Ett invandrarbarn var mjuka
ADJ. NOUN AGR. NUM. SG.;Ett arbetarbarn var borgerligt;Ett arbetarbarn var borgerliga
ADJ. NOUN AGR. NUM. SG.;Ett tjänstemannabarn var ärofullt;Ett tjänstemannabarn var ärofulla
ADJ. NOUN AGR. NUM. SG.;Ett adelbarn var omtänksamt;Ett adelbarn var omtänksamma
ADJ. NOUN AGR. NUM. SG.;En pappa var kärleksfull;En pappa var kärleksfulla
ADJ. NOUN AGR. NUM. SG.;En mamma var ung;En mamma var unga
ADJ. NOUN AGR. NUM. SG.;En flicka var lekfull;En flicka var lekfulla
ADJ. NOUN AGR. NUM. SG.;En pojke var kunnig;En pojke var kunniga
ADJ. NOUN AGR. NUM. SG.;En lärare var opartisk;En lärare var opartiska
ADJ. NOUN AGR. NUM. SG.;En domare var nyfiken;En domare var nyfikna
ADJ. NOUN AGR. NUM. SG.;En forskare var karismatisk;En forskare var karismatiska
ADJ. NOUN AGR. NUM. SG.;En ledare var vältalig;En ledare var vältaliga
ADJ. NOUN AGR. NUM. SG.;En talare var trött;En talare var trötta
ADJ. NOUN AGR. NUM. SG.;En åkare var flitig;En åkare var flitiga
ADJ. NOUN AGR. NUM. SG.;En målare var konstig;En målare var konstiga
ADJ. NOUN AGR. NUM. SG.;En sångare var talangfull;En sångare var talangfulla
ADJ. NOUN AGR. NUM. SG.;En spelare var skicklig;En spelare var skickliga
ADJ. NOUN AGR. NUM. SG.;En tävlande var ambitiös;En tävlande var ambitiösa
ADJ. NOUN AGR. NUM. SG.;En studerande var vetgirig;En studerande var vetgiriga
ADJ. NOUN AGR. NUM. SG.;En arbetande var odräglig;En arbetande var odrägliga
ADJ. NOUN AGR. NUM. SG.;En resande var rultig;En resande var rultiga
ADJ. NOUN AGR. NUM. SG.;En seglare var erfaren;En seglare var erfarna
ADJ. NOUN AGR. NUM. SG.;En åkande var surmulen;En åkande var surmulna
ADJ. NOUN AGR. NUM. SG.;En boende var fräck;En boende var fräcka
ADJ. NOUN AGR. NUM. SG.;En anställd var reslig;En anställd var resliga
ADJ. NOUN AGR. NUM. SG.;En anstående var närgången;En anstående var närgångna
ADJ. NOUN AGR. NUM. SG.;En sökande var ivrigt;En sökande var ivriga
ADJ. NOUN AGR. NUM. SG.;En väktare var modig;En väktare var modiga
ADJ. NOUN AGR. NUM. SG.;En krigare var mordisk;En krigare var mordiska
ADJ. NOUN AGR. NUM. SG.;En arbetare var händig;En arbetare var händiga
ADJ. NOUN AGR. NUM. SG.;En snickare var målmedveten;En snickare var målmedvetna
ADJ. NOUN AGR. NUM. SG.;En målare var vis;En målare var visa
ADJ. NOUN AGR. NUM. SG.;En byggare var engagerad;En byggare var engagerade
ADJ. NOUN AGR. NUM. SG.;En deltagare var klok;En deltagare var kloka
ADJ. NOUN AGR. NUM. SG.;En försäljare var vrång;En försäljare var vrånga
ADJ. NOUN AGR. NUM. SG.;En vårdare var omsorgsfull;En vårdare var omsorgsfulla
ADJ. NOUN AGR. NUM. SG.;En skötare var from;En skötare var fromma
ADJ. NOUN AGR. NUM. SG.;En präst var brottslig;En präst var brottsliga
ADJ. NOUN AGR. NUM. SG.;En brottsling var tjuvaktig;En brottsling var tjuvaktiga
ADJ. NOUN AGR. NUM. SG.;En tjuv var lojal;En tjuv var lojala
ADJ. NOUN AGR. NUM. SG.;En vän var fientlig;En vän var fientliga
ADJ. NOUN AGR. NUM. SG.;En fiende var nervös;En fiende var nervösa
ADJ. NOUN AGR. NUM. SG.;En granne var onaturlig;En granne var onaturliga
ADJ. NOUN AGR. NUM. SG.;En släkting var sjuk;En släkting var sjuka
ADJ. NOUN AGR. NUM. SG.;En patient var falsk;En patient var falska
ADJ. NOUN AGR. NUM. SG.;En kund var politisk;En kund var politiska
ADJ. NOUN AGR. NUM. SG.;En politiker var uppskrämd;En politiker var uppskrämda
ADJ. NOUN AGR. NUM. SG.;En journalist var skraltig;En journalist var skraltiga
ADJ. NOUN AGR. NUM. SG.;En författare var musikalisk;En författare var musikaliska
ADJ. NOUN AGR. NUM. SG.;En artist var dramatisk;En artist var dramatiska
ADJ. NOUN AGR. NUM. SG.;En musiker var otrolig;En musiker var otroliga
ADJ. NOUN AGR. NUM. SG.;En skådespelare var ledsen;En skådespelare var ledsna
ADJ. NOUN AGR. NUM. SG.;En råtta var förälskad;En råtta var förälskade
NO RESUMPTION;Han väntar på en buss som han inte vet när den kommer;Han väntar på en buss som han inte vet när kommer.
NO RESUMPTION;John kliver på ett tåg som han inte vet vart det åker;John kliver på ett tåg som han inte vet vart åker
NO RESUMPTION;Hanna sparkar på en bil som hon inte vet om den funkar;Hanna sparkar på en bil som hon inte vet om funkar
NO RESUMPTION;Niklas litar på en bläckfisk som han inte vet om den lever;Niklas litar på en bläckfisk som han inte vet om lever
NO RESUMPTION;Pelle struntar i ett hus som han inte vet när det exploderar;Pelle struntar i ett hus som han inte vet när exploderar
NO RESUMPTION;Rebecka köper en bastu som hon inte vet när den levereras;Rebecka köper en bastu som hon inte vet när levereras
NO RESUMPTION;Herrarna skövlar en skog som de inte vet när den återkommer;Herrarna skövlar en skog som de inte vet när återkommer
NO RESUMPTION;Sara rullar ut ett fodral som hon inte vet när det syddes;Sara rullar ut ett fodral som hon vet inte när syddes
NO RESUMPTION;Tjuvarna har sönder ett bankvalv som de inte vet när det konstruerades;Tjuvarna har sönder ett bankvalv som de inte vet när konstruerades
NO RESUMPTION;Ormen stirrar på en råtta som hon inte vet när den vaknar;Ormen stirrar på en råtta som hon inte vet när vaknar
NO RESUMPTION;Ylva sover i en stol som hon inte vet om den håller;Ylva sover i en stol som hon inte vet om håller
NO RESUMPTION;Vive vaknar i en säng som han inte vet om den består;Vive vaknar i en säng som han inte vet om består
NO RESUMPTION;Viola luktar på en penna som hon inte vet när den köptes;Viola luktar på en penna som hon inte vet när köptes
NO RESUMPTION;Uma trampar på en blomma som hon inte vet om den doftar;Uma trampar på en blomma som hon inte vet om doftar
NO RESUMPTION;Ulla springer under en bro som hon inte vet när den rasar;Ulla springer under en bro som hon inte vet när rasar
NO RESUMPTION;Tryggve spyr bakom en kiosk som han inte vet när den öppnar;Tryggve spyr bakom en kiosk som han inte vet när öppnar
NO RESUMPTION;Torgny reser till ett land som han inte vet när det uppstod;Torgny reser till ett land som han inte vet när uppstod
NO RESUMPTION;Tobias åker i en bil som han inte vet om den fungerar;Tobias åker i en bil som han inte vet om fungerar
NO RESUMPTION;Tobias hänger i en stång som han inte vet om den bär;Tobias hänger i en stång som han inte vet om bär
NO RESUMPTION;Ted sjunger vid en hund som han inte vet om den lyfter;Ted sjunger vid en hund som han inte vet om lyfter
NO RESUMPTION;Sofie ser på en katt som hon inte vet när den jamar;Sofie ser på en katt som hon inte vet när jamar
NO RESUMPTION;Sara försvinner i en skola som hon inte vet om den flyger;Sara försvinner i en skola som hon inte vet om flyger
NO RESUMPTION;Sandra uppstår under en dator som hon inte vet när den startar;Sandra uppstår under en dator som hon inte vet när startar
NO RESUMPTION;Saga stannar på en matta som hon inte vet om den duger;Saga stannar på en matta som hon inte vet om duger
NO RESUMPTION;Rune gråter framför en jacka som han inte vet när den syddes;Rune anländer framför en jacka som han inte vet när syddes
NO RESUMPTION;Runar dröjer på en stig som han inte vet vart den leder;Runar dröjer på en stig som han inte vet vart leder
NO RESUMPTION;Robert ropar på en katt som han inte vet om den hör;Robert ropar på en katt som han inte vet om hör
NO RESUMPTION;Pontus brinner vid en vägg som han inte vet om den hjälper;Pontus brinner vid en vägg som han inte vet om hjälper
NO RESUMPTION;Otis hoppar i en soffa som han inte vet när den pajar;Otis hoppar i en soffa som han inte vet när pajar
NO RESUMPTION;Oscar växer i en värld som han inte vet om den överlever;Oscar växer i en värld som han inte vet om överlever
NO RESUMPTION;Olle mognar under en påse som han inte vet när den landar;Olle mognar under en påse som han inte vet när landar
NO RESUMPTION;Nils åldras bakom en ring som han inte vet om den växer;Nils åldras bakom en ring som han inte vet om växer
NO RESUMPTION;Niklas sjunker framför en klocka som han inte vet när den stannar;Niklas sjunker framför en klocka som han inte vet när stannar
NO RESUMPTION;Nicole lyfter från en tidning som hon inte vet om den flyger;Nicole lyfter från en tidning som hon inte vet om flyger
NO RESUMPTION;Nico landar på en bana som han inte vet om den räcker;Nico landar på en bana som han inte vet om räcker
NO RESUMPTION;Nada sitter vid en bänk som hon inte vet om den skiner;Nada sitter vid en bänk som hon inte vet om skiner
NO RESUMPTION;Murat solar på en semester som han inte vet när den slutar;Murat solar på en semester som han inte vet när slutar
NO RESUMPTION;Muhammed lagar i en middag som han inte vet om den räcker;Muhammed lagar i en middag som han inte vet om räcker
NO RESUMPTION;Meriem vinkar under en frukost som hon inte vet när den slutar;Meriem vinkar under en frukost som hon inte vet när slutar
NO RESUMPTION;Maude skrattar på en lunch som hon inte vet om den varar;Maude skrattar på en lunch som hon inte vet om varar
NO RESUMPTION;Mats ler framför en lägenhet som han inte vet om den minns;Mats ler framför en lägenhet som han inte vet om minns
NO RESUMPTION;Maria andas bredvid en stuga som hon inte vet om den glömmer;Maria andas bredvid en stuga som hon inte vet om glömmer
NO RESUMPTION;Majken hostar på en gård som hon inte vet när den säljs;Majken hostar på en gård som hon inte vet när säljs
NO RESUMPTION;Maj nyser vid en fågel som hon inte vet om den dör;Maj nyser vid en fågel som hon inte vet om dör
NO RESUMPTION;Magdalena gäspar åt en anka som hon inte vet när den flyger;Magdalena gäspar åt en anka som hon inte vet när flyger
NO RESUMPTION;Linn skär i en anka som hon inte vet om den möglar;Linn skär i en anka som hon inte vet om möglar
NO RESUMPTION;Linda lever under en anka som hon inte vet när den vaknar;Linda lever under en anka som hon inte vet när vaknar
NO RESUMPTION;Kristina lever bakom en tavla som hon inte vet om den duger;Kristina lever bakom en tavla som hon inte vet om duger
NO RESUMPTION;Kristin föds framför en låda som hon inte vet när den brister;Kristin föds framför en låda som hon inte vet när duger
NO RESUMPTION;Klas trivs med en väska som han inte vet om den håller;Klas trivs med en väska som han inte vet om håller
NO RESUMPTION;Klara målar med en pensel som hon inte vet när den pajar;Klara målar med en pensel som hon inte vet när pajar
NO RESUMPTION;Kerstin gråter vid ett bord som hon inte vet om det svajar;Kerstin gråter vid ett bord som hon inte vet om svajar
NO RESUMPTION;Katrin upphör på en kniv som hon inte vet när den skär;Katrin upphör på en kniv som hon inte vet när skär
NO RESUMPTION;Karl följer i en stjärna som han inte vet om den lever;Karl följer i en stjärna som han inte vet om lever
NO RESUMPTION;Josefin bugar under en måne som hon inte vet när den exploderar;Josefin bugar under en måne som hon inte vet när exploderar
NO RESUMPTION;Josef slutar bakom en sol som han inte vet om den förstår;Josef slutar bakom en sol som han inte vet om förstår
NO RESUMPTION;Jonas knallar förbi en flaska som han inte vet när den lossnar;Jonas knallar förbi en flaska som han inte vet när lossnar
NO RESUMPTION;John knarkar i en burk som han inte vet om den lyssnar;John knarkar i en burk som han inte vet om lyssnar
NO RESUMPTION;Johan drömmer genom en dag som han inte vet om den kommer;Johan drömmer genom en dag som han inte vet om kommer
NO RESUMPTION;Joakim slumrar vid en banan som han inte vet om den skumpar;Joakim slumrar vid en banan som han inte vet om skumpar
NO RESUMPTION;Janice flämtar på ett äpple som hon inte vet om det hör;Janice flämtar på ett äpple som hon inte vet om hör
NO RESUMPTION;Iris tänker på en skiva som hon inte vet om den spelar;Iris tänker på en skiva som hon inte vet om spelar
NO RESUMPTION;Ingrid skriker under en platta som hon inte vet när den försvinner;Ingrid skriker under en platta som hon inte vet när försvinner
NO RESUMPTION;Inger ropar bakom en skiva som hon inte vet om den hjälper;Inger ropar bakom en skiva som hon inte vet om hjälper
NO RESUMPTION;Ida vilar bakom en spik som hon inte vet när den förlorar;Ida vilar bakom en spik som hon inte vet när förlorar
